744,2090289,TEDxBeaconStreet,1391702734
753,1081851,TED@IBM,1487864998
758,894431,TED Talks Live,1463065528
763,3323429,TEDxRainier,1297795258
774,517374,TEDGlobal 2012,1347030007
775,4436396,TED2015,1430146817
798,2588053,TED2015,1431357590
821,1575781,TEDCity2.0,1381936502
827,1538435,TEDGlobal>London,1445615359
840,689581,TED2012,1335799925
848,1759915,TED2017,1496674795
857,1328981,TEDxIndianaUniversity,1477494359
871,1238928,TEDNYC,1487174869
872,1150266,TEDGlobal 2009,1256807040
877,1044514,TEDGlobal 2012,1349362847
885,1897777,TED@BCG Paris,1467125161
898,748193,TED2010,1266243780
901,1185011,TED2014,1397833186
908,777075,TEDGlobal 2014,1422374796
911,1865366,TED2015,1433257089
914,1131604,TED Fellows Retreat 2013,1391789702
916,764731,TEDGlobal 2013,1384876854
922,1534756,TED2017,1496156399
923,2184465,TEDGlobalLondon,1440428962
936,678690,TED2012,1332171822
946,591155,TEDMED 2009,1265103420
1001,769053,TEDGlobal>London,1445875241
1008,819156,TEDGlobal 2009,1251680400
1014,1644362,TED2012,1333726836
1024,1124504,TEDxBrussels,1325779494
1025,934021,TEDSalon London Spring 2012,1339599810
1033,1229970,TEDGlobal 2009,1253091600
1046,2307644,TEDGlobal 2013,1385136008
1049,1506933,TED2013,1370531595
1053,2990873,TED Talks Live,1459953779
1065,1407431,TEDGlobal 2014,1420473578
1067,2537571,TED2008,1217422980
1071,2694374,TED2014,1398092650
1090,995712,TEDCity2.0,1381244676
1096,930535,TEDxHousesOfParliament,1392048938
1105,5575435,TED2011,1305123240
1111,802152,TEDGlobal 2010,1279189320
1119,871857,TED2009,1240794000
1130,667020,TEDWomen 2010,1291834140
1132,1878958,TED2016,1462805528
1135,889646,TEDxHousesOfParliament,1351090852
1140,1387512,TED Talks Education,1368025560
1146,1149608,TED Talks Education,1368025500
1154,648976,TED2009,1247533200
1155,1636851,TEDxBrussels,1383840138
1158,2450385,TED2015,1448903863
1162,943784,TEDWomen 2016,1487001956
1167,1670374,TEDGlobalLondon,1439996951
1171,7462420,TED2009,1253149200
1185,504028,TEDGlobal 2009,1253612340
1198,3268466,TEDGlobal 2009,1252544400
1202,1017189,TEDGlobal 2011,1321545834
1207,1143621,TED2014,1401202257
1209,1113348,TED2012,1339686042
1246,2083608,TED2011,1324310558
1252,1283749,TEDGlobal 2010,1286787300
1253,773149,TEDGlobal 2012,1350056602
1259,2806626,TEDGlobal 2013,1378480353
1270,1152555,TEDSalon Berlin 2014,1405610986
1277,7227716,TED2015,1433171625
1284,1685985,TEDGlobal 2010,1283503920
1285,936744,TEDWomen 2013,1392307205
1286,1083705,TEDGlobal 2012,1347375645
1292,1486858,TED2015,1432826468
1297,1779078,TED@New York,1374850840
1302,1677873,TEDxHousesOfParliament,1380121621
1306,1517898,TEDGlobal 2011,1314717296
1308,1372017,TEDSalon London Fall 2012,1355241610
1315,1079945,TED2009,1242608400
1319,1049896,TEDGlobal 2013,1385049552
1331,742413,TED2011,1304433480
1350,1679795,TED@BCG Paris,1475075716
1356,641996,TEDGlobal 2011,1318432631
1359,633109,TED2007,1185287940
1372,1336618,TED2008,1207016040
1376,1558570,TEDGlobal 2010,1291215600
1385,1041366,TEDGlobal 2012,1360252949
1386,1043546,TEDGlobal 2013,1382713208
1396,1586468,TED Talks Live,1460560108
1420,1666662,TED Talks Live,1483632661
1424,1318943,TEDxKC,1484237268
1434,397246,TEDxDU 2011,1324060648
1449,1051426,TEDIndia 2009,1277369340
1451,3720758,TED2012,1338994859
1452,1090872,TED@State Street Boston,1392221219
1462,2487713,TED@BCG Paris,1476371324
1464,1549351,TED2011,1301404320
1469,1736162,TED2013,1366038055
1470,1951054,TED2011,1309219200
1474,1177274,TEDGlobalLondon,1442936421
1477,1656418,TEDxDU 2010,1289401020
1483,917157,TEDGlobal 2011,1316618681
1486,1303177,TEDGlobal 2013,1401894589
1491,1517401,TEDxSummit,1359648137
1500,890998,TED2011,1308581400
1511,3666213,TEDSummit,1479225958
1514,1076582,TED2009,1241658000
1524,3631842,TED@BCG Paris,1468249217
1535,18450908,TED Talks Education,1368111588
1544,513194,TEDxBeaconStreet,1359043416
1548,4864378,TED2011,1317827330
1552,3267885,TED2011,1307404800
1561,404797,TEDxRC2,1329494935
1574,1411901,TED2012,1330536600
1588,2664368,TEDxAthens,1336144068
1591,577397,TEDGlobal 2012,1342537652
1604,2307596,TED@BCG Paris,1473692578
1616,2584913,TEDxEastEnd,1463670567
1626,3652000,TED2015,1426790254
1627,2466785,TED2010,1289921040
1633,2834397,TED2015,1433343543
1634,1859009,TEDGlobal 2012,1361289732
1637,1086890,TED2013,1385396215
1638,7854483,TEDGlobal 2013,1376492031
1639,1532076,TED2015,1444146000
1649,1250526,TED2015,1429282434
1663,1527900,TEDSalon Berlin 2014,1412605599
1674,15400045,TEDGlobal>London,1446219256
1683,673579,TED2012,1349449203
1684,773327,TED2013,1362089201
1689,1498797,TEDxExeter,1405005562
1701,3084220,TEDxColumbusWomen,1491231086
1707,2645839,TED2015,1436195771
1715,1498813,TED@BCG Paris,1466607281
1716,2099486,TED@BCG Paris,1470755090
1722,756945,TEDGlobal 2009,1249261200
1726,1447403,TEDxCERN,1374505938
1732,1038432,TEDxSydney,1428679370
1741,1517666,TEDWomen 2016,1485274383
1755,1088561,TED Talks Live,1478879643
1767,1632736,TEDxGatewayWomen,1461250816
1778,1483993,TED2011,1316785400
1779,5913729,TED2010,1267434300
1787,587612,TEDxBoston 2011,1319729080
1790,2007906,TEDSalon London 2010,1297351740
1805,1536884,TEDGlobal>Geneva,1453220281
1817,1639285,TED2013,1375801702
1821,1071129,TEDCity2.0,1384358389
1822,5164257,TEDSalon Berlin 2014,1410449403
1834,1072906,TEDWomen 2013,1387468812
1835,1974735,TED2016,1465226126
1841,1713242,TED2017,1497884701
1854,2398977,TEDGlobal 2010,1279106400
1864,921711,TEDGlobal 2012,1343402236
1871,842096,TEDWomen 2016,1487693334
1875,1187271,TED2013,1366729178
1880,1611386,TED@IBM,1485360776
1883,1823481,TED2016,1457106548
1897,1502813,TEDGlobal 2012,1348067318
1902,1265908,TEDSalon Berlin 2014,1414510183
1904,1849114,TEDxVienna,1488559087
1905,1174426,TEDGlobal 2013,1382367748
1908,1645711,TED2010,1273483440
1909,820227,TED2009,1248915600
1911,843660,TED2011,1309445640
1912,725911,TED2014,1408460208
1916,818100,TEDGlobal 2011,1310639838
1924,688135,TEDSalon Berlin 2014,1409064501
1926,3146720,TEDxCambridge,1352131796
1927,1383866,TEDGlobal>London,1450714762
1928,1573337,TEDGlobal 2011,1311690720
1929,5075898,TEDxKyoto,1429024347
1934,1676993,TED2015,1434553185
1938,2208781,TED2012,1336057219
1942,3248068,TED2013,1367247649
1946,2157636,TEDGlobal 2010,1283130000
1949,1488467,TEDxNewYork,1426087377
1955,1765279,TED2015,1435244008
1956,1716300,TEDGlobal>Geneva,1453479995
1968,1147549,TEDWomen 2016,1487951404
1969,1238078,TEDMED 2016,1489417177
1974,1273748,TEDGlobal 2010,1288603020
1978,871060,TEDGlobal 2009,1262333280
1985,1334682,TEDLagos Ideas Search,1493046727
1994,1236554,TED2010,1272878340
2004,1049794,TEDxNewYork,1424966283
2008,16137741,TEDxCreativeCoast,1455639401
2040,559345,TED2010,1279809840
2043,1271708,TEDGlobal 2012,1344351883
2045,707652,TEDYouth 2013,1386777481
2061,1845766,TED@State Street Boston,1456330901
2078,1231061,TEDxExeter,1344179026
2080,1298191,TEDxPSU,1465485422
2081,934440,TEDGlobal 2012,1350918297
2083,999679,TEDGlobal 2011,1320247325
2086,1063437,TEDGlobal 2014,1415116987
2087,2212679,TED2013,1392912053
2089,1173809,TED2013,1370358008
2093,2133842,TEDGlobal 2009,1255334820
2095,2015114,TEDxUniversityofNevada,1474384179
2096,2095059,TEDGlobal 2013,1378393234
2098,1326141,TEDxCERN,1462547687
2125,11805916,TED2011,1309533240
2127,2101964,TEDxCERN,1382626930
2135,3386399,TED2015,1427900338
2139,3020054,TED Talks Education,1368025434
2142,1204175,TED@Intel,1368543603
2143,5556360,TEDxRainier,1359129960
2154,600943,TEDMED 2010,1295368380
2168,4000218,TEDxPSU,1467214268
2170,1939222,TED2011,1301494920
2178,1489345,TEDGlobal 2010,1280393220
2181,1824543,TEDWomen 2015,1453391376
2188,648758,TEDMED 2011,1328025674
2193,6278445,TED2014,1407164933
2200,1916341,TED2012,1360166902
2201,1604290,TEDxExeter,1480521997
2204,1176507,TED2016,1460732678
2205,1125638,TEDGlobal 2012,1363359960
2206,1159755,TED2016,1464275203
2217,6209506,TEDxNewYork,1479917854
2234,1432965,TED Talks Live,1479399394
2238,451229,Taste3 2008,1232586900
2241,270285,TEDGlobal 2010,1285145640
2245,1101986,TED2014,1398178644
2249,626882,TEDxAmsterdam,1300374480
2251,7056983,TED2016,1460041392
2258,4477002,TED2017,1493399257
2259,671056,TEDGlobal 2010,1289488560
2268,1185078,TEDxBoston 2012,1347199628
2277,1459842,TED2011,1306972800
2283,1222298,TEDxCERN,1494601475
2289,1705070,TEDMED 2013,1380640518
2293,2647336,TED2015,1427123194
2304,1973328,TEDGlobal 2011,1320332130
2305,1276080,TEDGlobal 2013,1374764500
2328,1472523,TEDxAthens,1477580720
2334,1708453,TED2009,1238720400
2338,1501490,TED@BCG San Francisco,1387295998
2339,617983,TEDxExeter,1348152984
2340,2470391,TEDGlobal 2011,1322584286
2341,2779966,TED2014,1405350484
2349,715753,TEDxSydney,1378913248
2365,1283608,TEDGlobal 2012,1365778764
2369,1666199,TEDGlobal>London,1448295743
2378,1602009,TED@IBM,1484065177
2396,2071138,TED@IBM,1447692443
2398,880702,TEDNYC,1480607832
2399,2650131,TEDxMarin,1484928428
2404,551203,TED2011,1310083200
2409,1148360,TED@BCG Paris,1474554901
2412,1545048,TED2012,1355914800
2416,924749,TEDCity2.0,1386345659
2433,2945472,TEDGlobal 2012,1347894086
2447,791202,TEDGlobal 2013,1371024976
2451,1110284,TEDSalon London Spring 2011,1318345968
2462,1258577,TED2014,1410880087
2472,2106988,TED2013,1368803009
2484,708614,TEDGlobal 2010,1288824240
2485,1695780,TEDSalon London Spring 2012,1347803828
2494,1315920,TEDxOrcasIsland,1497452571
2496,1790556,TED Talks Live,1471360101
2499,574257,TEDIndia 2009,1265013840
2507,1184074,TEDWomen 2010,1297180140
2509,2647943,TED2014,1411053523
2510,1283301,TED2016,1466002215
2529,512289,TEDGlobal 2012,1351608915
2532,1274873,TEDGlobal 2014,1414077779
2534,1096964,TED2009,1255395600
2538,759588,TEDxRainier,1329843298
2545,779023,TEDMED 2009,1266916620
2546,961639,TED2011,1316012552
2553,2585192,TEDGlobal 2012,1354291786
2557,2838921,TEDxOslo,1479484808
2561,1468372,Taste3 2008,1230080400
2575,2865734,TEDGlobal>Geneva,1453739537
2583,1597084,TEDGlobal>Geneva,1452699926
2593,1543891,TEDxMileHigh,1487088188
2607,2022359,TED2013,1380035036
2624,1412460,TEDGlobal 2013,1382022014
2628,1056673,TEDxManchester,1486741777
2636,1156755,TEDGlobal 2012,1349013658
2648,5190291,TEDxStanford,1344006218
2657,866665,TEDIndia 2009,1268987580
2666,1009944,TED2014,1401376737
2670,1433592,TEDGlobal 2014,1441033079
2678,531874,TEDxGöteborg 2010,1295538060
2680,2081982,TED2012,1373641277
2702,1024686,TEDxSummit,1338304034
2712,680200,TED2010,1274352780
2714,907652,TEDGlobal 2011,1320074148
2715,1050599,TED@IBM,1486569531
2721,2595218,TEDGlobal>Geneva,1451923495
2722,1308957,TEDYouth 2011,1354896173
2731,4571704,TEDxSydney,1297099320
2732,1011728,TEDSalon London Fall 2012,1357229064
2735,1422517,TED Fellows 2015,1446657099
2746,1349243,TED2010,1271151120
2750,660847,TEDxRainier,1299857700
2753,3707021,TED2014,1398697057
2771,1740451,TED2010,1275467340
2773,1988571,TED2011,1305728580
2775,2166123,TED2014,1425052047
2789,2483744,TEDGlobal>London,1452788523
2793,3242556,TEDxEQChCh,1353946523
2801,1151575,TEDGlobal 2013,1383231495
2804,1109048,TEDWomen 2015,1440687602
2813,1002098,TED2016,1462288114
2815,21096731,TEDGlobal 2013,1378306783
2825,2541875,TEDNYC,1474903325
2832,10470535,TED Talks Education,1367589737
2836,4037261,TED2010,1286527740
2839,947847,TEDSalon London 2010,1298303580
2841,1731423,TEDGlobal 2010,1289833380
2846,1308072,TED2013,1366729421
2847,707748,TED2012,1342193297
2874,1528200,TEDxCERN,1455033800
2885,8427864,TED2016,1463149758
2886,1380948,TEDGlobal 2009,1257154980
2892,1254063,TED2014,1398956538
2895,916654,TEDGlobal 2012,1347549376
2899,1898577,TED2013,1367420289
2920,1629944,TED2013,1379344658
2928,2186520,TED Talks Education,1368025681
2934,531199,TEDxRiodelaPlata,1471616075
2937,1127597,TEDMED 2013,1381849202
2942,2712647,TEDxPerth,1398266041
2945,1156017,TED2005,1202697540
2961,2671279,TEDGlobal 2012,1342710018
2989,855397,TEDSalon London Spring 2012,1352390596
2992,1236700,TED2009,1247792400
2994,3141692,TED2011,1301582160
3004,1933405,TED2014,1424707360
3017,1894859,TED2015,1439912074
3020,2349059,TED2012,1337008253
3030,778502,TEDGlobal 2012,1361460496
3035,2010121,TED2012,1352736452
3039,26681393,TEDGlobal 2011,1318516493
3044,899430,TED@Intel,1366901978
3052,1419687,TEDxVienna,1485188309
3053,799129,TEDGlobal 2011,1321632200
3056,1037463,TEDGlobal 2010,1289229480
3057,770941,TED2014,1402066719
3061,10707955,TEDSalon London Fall 2012,1357919915
3062,1284677,TEDGlobal 2013,1382454693
3070,1706204,TEDxSydney,1445524730
3079,4181104,TEDGlobal 2011,1318259576
3091,321506,TED2010,1271840700
3098,996054,TEDxNewYork,1477408639
3104,375600,TEDWomen 2010,1296484980
3105,1990519,TEDxCERN,1454342937
3107,953079,TED2012,1337266889
3118,2201961,TEDGlobal 2012,1357143205
3120,1156086,TED2012,1340292861
3124,2099153,TEDGlobal 2013,1381158304
3130,1975148,TEDGlobal 2012,1340805363
3158,1748719,TEDGlobal 2011,1316444824
3162,1631850,TEDxBoston,1386086904
3168,1972412,TEDGlobal 2014,1418313730
3169,1687086,TEDNYC,1488384349
3181,4070770,TEDxCambridge,1335280653
3182,2653846,TED2016,1460645963
3197,2516154,TED2016,1470667902
3205,1027722,TEDWomen 2010,1292379480
3211,1887650,TEDGlobal 2013,1380812403
3218,4563858,TED Talks Live,1473779317
3223,1088116,TED2008,1233018000
3227,468658,TEDGlobal 2009,1258450440
3231,1246043,TEDxWarwick,1306430760
3252,1943156,TED2009,1234431300
3256,1451960,TEDGlobal 2009,1255599420
3257,961331,TED2011,1300734000
3261,852368,TED2011,1315319843
3266,868977,TED2013,1395155183
3277,638015,TEDGlobal 2013,1384790400
3309,8404904,TED2014,1398783563
3318,2418359,TEDGlobal 2012,1349967614
3322,1266473,TED2012,1337094009
3334,3037292,TED2016,1464102638
3345,1478246,TED2011,1304520180
3347,831828,TED2012,1336577559
3356,1719339,TED2011,1304001240
3358,2643056,TEDMED 2014,1416585618
3359,4507992,TEDGlobal 2013,1379948415
3375,2474415,TED2015,1428073125
3381,3808646,TED Talks Education,1368025280
3382,1144202,TED2009,1242197400
3395,1497811,TED2011,1305818400
3401,1368748,TED2013,1363611298
3410,860138,TED2010,1271234700
3412,1473813,TED2014,1399993337
3434,5752167,TED2007,1180226220
3437,1726628,TED2013,1367506677
3459,2028389,TEDSummit,1475247807
3474,1903021,TED2015,1428505205
3483,1755761,TED2017,1494342268
3493,895592,TED2014,1407425669
3521,974733,TEDGlobal 2014,1421337411
3524,687434,TED2010,1272472440
3526,1270184,TEDGlobal 2012,1358265675
3527,1313116,TEDGlobal 2012,1347980455
3533,2567055,TEDxVancouver,1328803198
3535,3447206,TED2014,1401721325
3551,1270541,TED2009,1246323600
3554,2901989,TEDWomen 2010,1300714380
3555,7763709,TEDGlobal 2009,1248742800
3559,1715442,TEDSummit,1481645048
3568,19579772,TEDSummit,1472828989
3572,728215,TED2013,1374591660
3574,1265361,TED2011,1314628174
3576,15014789,TEDxSummit,1355328687
3589,5515314,TEDGlobalLondon,1437750976
3596,899652,TEDSummit,1470922915
3609,1066979,TEDGlobal 2011,1312818591
3617,890956,TEDSalon London 2010,1277282880
3625,1481111,TED2015,1429628861
3642,862024,TEDGlobal 2012,1346858398
3648,1985180,TED2013,1371826747
3653,3553465,TED2009,1234857720
3655,1857358,TED2014,1396365050
3670,938631,TED2012,1337611114
3671,934686,TEDGlobal 2011,1320766364
3687,936763,TED2009,1241658000
3689,1029643,TED2013,1393863338
3696,2095020,TED Talks Live,1461164686
3704,850887,TEDxSummit,1341411402
3709,435833,TEDMED 2009,1268730240
3710,4888012,TEDGlobal 2010,1285059000
3716,3880653,TEDGlobal>London,1452530143
3718,3424542,TEDGlobalLondon,1437404385
3719,1485235,TEDSummit,1469114080
3721,910178,TEDGlobal 2014,1424275484
3743,3582828,TEDGlobal 2010,1280133360
3746,2832451,TED2010,1276507380
3752,933423,TED2010,1276591200
3792,6015657,TED2012,1335194343
3796,1030440,TEDGlobal 2012,1355760058
3801,1337324,TEDxSydney,1292601360
3810,1970756,TEDMED 2011,1325604002
3814,3514357,TED Talks Live,1473173041
3816,468480,TED2010,1270717020
3825,1137238,TEDGlobal 2012,1349794941
3826,1344857,TEDxMidAtlantic,1294243320
3838,787654,TED@State Street Boston,1393431301
3846,512275,TED2011,1307632440
3850,5580611,TEDWomen 2013,1387814467
3852,519748,TED2009,1247619600
3855,2603894,TED2009,1246265400
3868,1880240,TEDSalon London Fall 2012,1355500841
3871,1561987,TEDSummit,1477926404
3878,1909092,TEDSalon London 2010,1275557100
3883,4673707,TEDxPeachtree,1334070642
3890,3946193,TED2016,1475866492
3896,1425879,TEDWomen 2010,1294934220
3903,1780437,TED2012,1336748905
3904,4703589,TED2009,1243386000
3909,1260923,TEDGlobal 2014,1422892974
3911,6770857,TED@IBM,1483457867
3921,1626198,TEDGlobal 2010,1285250100
3925,1391936,TEDGlobal 2009,1249520400
3934,3099870,TEDGlobal 2013,1423152086
3939,1419165,TED2013,1372431668
3957,1316095,TEDGlobal 2010,1283244120
3959,631189,TEDGlobal 2011,1312468436
3962,885560,TEDxSMU,1264495620
3969,982472,TED2014,1395930774
3970,753303,TEDGlobal 2011,1317136687
3971,2726953,TED2016,1468595263
3972,1343202,TED2013,1373382070
3976,1472879,TEDWomen 2010,1296660480
3979,37983780,TEDGlobal 2013,1403879897
3990,2538217,TEDGlobal 2009,1253005500
